vid,name
脑脊液(Kahn)氏沉淀试验,脑脊液(Kahn)氏沉淀试验
氨基酸清除率测定,氨基酸清除率测定
毛发,毛发
间接抗人球蛋白试验,间接抗人球蛋白试验
颅整体观,颅整体观
淋巴细胞转化率,淋巴细胞转化率
血清阴离子测定,血清阴离子测定
血清苯丙氨酸,血清苯丙氨酸
鼻部放射线检查,鼻部放射线检查
比塞征,比塞征
醋酸AS-D茶酚脂酶染色,醋酸AS-D茶酚脂酶染色
"血肌酐(Cr,Crea)","血肌酐(Cr,Crea)"
血吸虫尾蚴膜反应,血吸虫尾蚴膜反应
酚红排泄试验,酚红排泄试验
133Xe脑血流测定及显像,133Xe脑血流测定及显像
颗粒膜蛋白-140,颗粒膜蛋白-140
血清前白蛋白,血清前白蛋白
脑脊液β2微球蛋白（β2-MG）,脑脊液β2微球蛋白（β2-MG）
脏器断层显像,脏器断层显像
尿co2测定,尿co2测定
蝇蛆检查,蝇蛆检查
尿酮体检查（KET）,尿酮体检查（KET）
PPD试验,PPD试验
球形红细胞,球形红细胞
迟发性皮肤变态反应,迟发性皮肤变态反应
脑脊液单克隆抗体检测癌细胞,脑脊液单克隆抗体检测癌细胞
粪胆原,粪胆原
蛋白S抗原,蛋白S抗原
卵巢肿瘤标记,卵巢肿瘤标记
血清阳离子测定,血清阳离子测定
尿量,尿量
肺和胸膜叩诊,肺和胸膜叩诊
"血清总蛋白（TP,TP0）","血清总蛋白（TP,TP0）"
脱落细胞检查,脱落细胞检查
抗子宫内膜抗体（EMAb）,抗子宫内膜抗体（EMAb）
阴茎动脉血压,阴茎动脉血压
抗风疹病毒抗体(RuV),抗风疹病毒抗体(RuV)
直接涂片检查,直接涂片检查
婴幼儿视力检查,婴幼儿视力检查
粪钙,粪钙
婴儿智力测试,婴儿智力测试
脏器声学造影,脏器声学造影
α-羟丁酸脱氢酶,α-羟丁酸脱氢酶
细胞组织化学染色,细胞组织化学染色
尿比重,尿比重
尿碱性磷酸酶（UALP）,尿碱性磷酸酶（UALP）
中性粒细胞计数（NEUT）,中性粒细胞计数（NEUT）
胃液总量,胃液总量
暗适应曲线,暗适应曲线
胎儿血红蛋白(HbF)酸洗脱试验,胎儿血红蛋白(HbF)酸洗脱试验
面神经的运动检查,面神经的运动检查
阴道寄生虫检验,阴道寄生虫检验
胎心胎动,胎心胎动
疟原虫抗体和抗原,疟原虫抗体和抗原
引颈试验,引颈试验
男性生殖系X线检查,男性生殖系X线检查
偏振光显微镜检查,偏振光显微镜检查
缓冲液,缓冲液
GC球蛋白,GC球蛋白
毕克征,毕克征
血清钠,血清钠
痰液免疫学检查,痰液免疫学检查
骨髓其他细胞,骨髓其他细胞
尿道功能检查,尿道功能检查
肾脏超音波,肾脏超音波
宫腔细菌培养,宫腔细菌培养
脏器触诊,脏器触诊
血清氯化物,血清氯化物
脊髓灰质炎病毒抗体,脊髓灰质炎病毒抗体
心电图,心电图
粪便粘液,粪便粘液
上消化道摄影检查,上消化道摄影检查
颈部MRI检查,颈部MRI检查
脑脊液神经肽,脑脊液神经肽
血氧含量,血氧含量
异位胃粘膜显像,异位胃粘膜显像
鞠躬试验,鞠躬试验
血清甲状腺素结合前白蛋白,血清甲状腺素结合前白蛋白
反映肝脏贮备功能的试验,反映肝脏贮备功能的试验
血清磷脂酶A2,血清磷脂酶A2
尿β-羟丁酸,尿β-羟丁酸
碎裂红细胞,碎裂红细胞
尿纤维蛋白降解产物,尿纤维蛋白降解产物
真菌组织病理学,真菌组织病理学
父母身高预测法,父母身高预测法
烟碱型乙酰胆碱受体抗体,烟碱型乙酰胆碱受体抗体
精液乳酸脱氢酶-X,精液乳酸脱氢酶-X
脑蛋白质代谢显像,脑蛋白质代谢显像
肱三头肌反射,肱三头肌反射
宫腔镜,宫腔镜
LHRH试验,LHRH试验
自身免疫抗体检测,自身免疫抗体检测
尿无机磷（Pi）,尿无机磷（Pi）
骨髓巨核细胞数和分类,骨髓巨核细胞数和分类
盆腔窃血试验,盆腔窃血试验
缩宫素激惹试验,缩宫素激惹试验
尿酸碱度（pH）,尿酸碱度（pH）
生育镜,生育镜
血清锰（Mn）,血清锰（Mn）
水溶性维生素,水溶性维生素
血清碱性磷酸酶同工酶测定（iso-ALP）,血清碱性磷酸酶同工酶测定（iso-ALP）
膝侧向运动试验,膝侧向运动试验
乳腺远红外检查,乳腺远红外检查
骨髓显像,骨髓显像
血清免疫球蛋白E（IgE）,血清免疫球蛋白E（IgE）
血清骨钙素（BGP）,血清骨钙素（BGP）
中性杆状核粒细胞,中性杆状核粒细胞
ABO血型鉴定,ABO血型鉴定
抗人球蛋白试验,抗人球蛋白试验
交叉配血试验,交叉配血试验
血浆组织纤溶酶原活化物抑制物抗原检测,血浆组织纤溶酶原活化物抑制物抗原检测
电子胃镜,电子胃镜
旋转试验,旋转试验
近视力检查法,近视力检查法
血清Ⅳ型胶原蛋白,血清Ⅳ型胶原蛋白
疲劳试验,疲劳试验
提腿试验,提腿试验
试管凝集试验,试管凝集试验
陆温试验,陆温试验
寄生虫检查的浓聚法,寄生虫检查的浓聚法
维生素B12,维生素B12
乙型肝炎病毒表面抗原（HBsAg）,乙型肝炎病毒表面抗原（HBsAg）
血清谷胱甘肽过氧化物酶,血清谷胱甘肽过氧化物酶
静脉注射肾盂摄影检查,静脉注射肾盂摄影检查
巩膜透照,巩膜透照
镫骨活动试验,镫骨活动试验
变性球蛋白(Heinz)小体染色试验,变性球蛋白(Heinz)小体染色试验
性传播疾病免疫检测,性传播疾病免疫检测
性激素结合蛋白,性激素结合蛋白
单克隆丙种球蛋白（MMG）,单克隆丙种球蛋白（MMG）
谷氨酰胺,谷氨酰胺
输精管造影,输精管造影
尿硒,尿硒
腕三角软骨挤压试验,腕三角软骨挤压试验
弥散容量测定,弥散容量测定
肾血流图,肾血流图
遮盖法,遮盖法
粪中细胞,粪中细胞
输卵管亚甲蓝通畅试验,输卵管亚甲蓝通畅试验
抗SS-A和SS-B抗体,抗SS-A和SS-B抗体
华氏反应,华氏反应
姐妹染色单体互换,姐妹染色单体互换
嗜酸性粒细胞数,嗜酸性粒细胞数
红斑量测定,红斑量测定
粪便氯化物,粪便氯化物
尿苯丙酮酸（PA）,尿苯丙酮酸（PA）
沙眼衣原体抗原,沙眼衣原体抗原
前足挤压试验,前足挤压试验
深反射检查,深反射检查
唾液分泌型免疫球蛋白,唾液分泌型免疫球蛋白
小肠充盈及排空功能检查,小肠充盈及排空功能检查
沉淀反应,沉淀反应
凝集实验,凝集实验
盆底肌电图,盆底肌电图
可提取核抗原（ENA）自身抗体谱带分析,可提取核抗原（ENA）自身抗体谱带分析
红细胞乙酰胆碱脂酶,红细胞乙酰胆碱脂酶
脑脊液结核性脑膜炎抗体,脑脊液结核性脑膜炎抗体
羊水胆红素,羊水胆红素
尿羟脯氨酸,尿羟脯氨酸
唾液白蛋白,唾液白蛋白
鼻甲和鼻道,鼻甲和鼻道
弓形虫点免疫金渗滤法,弓形虫点免疫金渗滤法
脐血流检查,脐血流检查
纤维蛋白肽Bβ15～42,纤维蛋白肽Bβ15～42
荧光密螺旋体抗体,荧光密螺旋体抗体
儿童体检,儿童体检
尿人绒毛膜促性腺激素（HCG）,尿人绒毛膜促性腺激素（HCG）
人类免疫缺陷病毒抗体,人类免疫缺陷病毒抗体
肌张力检查,肌张力检查
卡托普利试验,卡托普利试验
血清载脂蛋白a测定,血清载脂蛋白a测定
肝质地,肝质地
脑脊液结合型髓鞘碱性蛋白抗体,脑脊液结合型髓鞘碱性蛋白抗体
5-羟色胺,5-羟色胺
汗液电解质检查,汗液电解质检查
儿童五官科检查,儿童五官科检查
介入性宫内取材检查,介入性宫内取材检查
EB病毒抗体（EBV－Ab）,EB病毒抗体（EBV－Ab）
眼压指测法,眼压指测法
放射免疫分析,放射免疫分析
血浆蛋白C活性测定,血浆蛋白C活性测定
冠状动脉造影,冠状动脉造影
循环红细胞量,循环红细胞量
气道阻力(R),气道阻力(R)
脑脊液β-内啡肽,脑脊液β-内啡肽
血清补体溶解免疫复合物活性,血清补体溶解免疫复合物活性
尿肌酐（Ucr）,尿肌酐（Ucr）
肾盂镜,肾盂镜
丙型肝炎病毒抗体免疫球蛋白G,丙型肝炎病毒抗体免疫球蛋白G
新生儿甲状腺功能检查,新生儿甲状腺功能检查
灭活血清反应素试验,灭活血清反应素试验
补呼气量,补呼气量
荧光法密螺旋体抗体吸附试验,荧光法密螺旋体抗体吸附试验
动脉血酮体比测定,动脉血酮体比测定
唾液皮质醇,唾液皮质醇
催产素,催产素
乳头溢液检查,乳头溢液检查
嗅神经检查,嗅神经检查
聚合酶链式反应,聚合酶链式反应
抗甲状腺过氧化物酶抗体,抗甲状腺过氧化物酶抗体
梅毒USR试验,梅毒USR试验
血清Ⅲ型胶原蛋白,血清Ⅲ型胶原蛋白
肛门拭子检查法,肛门拭子检查法
EB病毒壳抗原IgA抗体,EB病毒壳抗原IgA抗体
肺容积,肺容积
单胺氧化酶,单胺氧化酶
血清5'-核苷酸酶（5'-NT）,血清5'-核苷酸酶（5'-NT）
尺压试验,尺压试验
小气脑CT扫描,小气脑CT扫描
抗丁型肝炎病毒IgM抗体,抗丁型肝炎病毒IgM抗体
吞咽试验,吞咽试验
脂肪吸收试验,脂肪吸收试验
循环免疫复合物,循环免疫复合物
两下肢长度,两下肢长度
促甲状腺激素受体抗体,促甲状腺激素受体抗体
尿γ-谷氨酰转移酶,尿γ-谷氨酰转移酶
痰液细菌培养,痰液细菌培养
全身体检,全身体检
白细胞计数（WBC）,白细胞计数（WBC）
腹膜后充气造影,腹膜后充气造影
实际碳酸氢盐（AB）,实际碳酸氢盐（AB）
裂隙灯,裂隙灯
颈动脉搏动检查,颈动脉搏动检查
握拳尺偏试验,握拳尺偏试验
血清磷脂,血清磷脂
尿维生素B1,尿维生素B1
唾液富酪蛋白,唾液富酪蛋白
粪便脂肪定量,粪便脂肪定量
过氯酸钾释放试验,过氯酸钾释放试验
甲苯胺蓝纠正试验,甲苯胺蓝纠正试验
腹腔镜,腹腔镜
细菌的CAMP试验,细菌的CAMP试验
红细胞渗透脆性试验,红细胞渗透脆性试验
维生素D,维生素D
发育与体型,发育与体型
肝素-抗凝血酶Ⅳ复合物,肝素-抗凝血酶Ⅳ复合物
精子数,精子数
功能残气量（FRC）,功能残气量（FRC）
痰液性状,痰液性状
阿米巴原虫抗原,阿米巴原虫抗原
T3T4抗体,T3T4抗体
Trousseau征,Trousseau征
尿液肉眼检查,尿液肉眼检查
尿本周蛋白（BJP）,尿本周蛋白（BJP）
阿米巴原虫抗原和抗体,阿米巴原虫抗原和抗体
肿瘤放射免疫显像（RII）,肿瘤放射免疫显像（RII）
气道过敏试验,气道过敏试验
血清冷纤维蛋白原,血清冷纤维蛋白原
中性炎症细胞吞噬试验,中性炎症细胞吞噬试验
总胆汁酸,总胆汁酸
胸腹部垫枕试验,胸腹部垫枕试验
抗血小板膜糖蛋白自身抗体,抗血小板膜糖蛋白自身抗体
颞动脉活检,颞动脉活检
图形觉,图形觉
输尿管超声检查,输尿管超声检查
上肢动脉功能试验,上肢动脉功能试验
阴道清洁度检查,阴道清洁度检查
血清比黏度,血清比黏度
前列腺液细胞,前列腺液细胞
虎红平板凝集试验,虎红平板凝集试验
肝腹水的检查,肝腹水的检查
尿谷氨酰胺,尿谷氨酰胺
阴道病原体检查,阴道病原体检查
血红蛋白溶解度,血红蛋白溶解度
拇短伸肌肌力试验,拇短伸肌肌力试验
蹲下试验,蹲下试验
卵泡检测,卵泡检测
血液电解质检查,血液电解质检查
氨基酸测定,氨基酸测定
糖脂类肿瘤标志物检测,糖脂类肿瘤标志物检测
脑脊液细胞学检查,脑脊液细胞学检查
免疫球蛋白轻链,免疫球蛋白轻链
运动功能检查,运动功能检查
七叶苷水解试验,七叶苷水解试验
普鲁卡因过敏试验,普鲁卡因过敏试验
枸橼酸盐利用试验,枸橼酸盐利用试验
血清总脂,血清总脂
跖反射,跖反射
分侧肾静脉肾素活性测定,分侧肾静脉肾素活性测定
静态骨显像,静态骨显像
血红蛋白,血红蛋白
黄疸检查,黄疸检查
胃肠型和蠕动波,胃肠型和蠕动波
嗜酸性粒细胞计数（E）,嗜酸性粒细胞计数（E）
听力测试法,听力测试法
免疫印迹技术,免疫印迹技术
抗血小板抗体（APA）,抗血小板抗体（APA）
脑血管造影,脑血管造影
单相琼脂扩散试验,单相琼脂扩散试验
曲面体层摄影,曲面体层摄影
长碳链脂肪酸,长碳链脂肪酸
红细胞大小异常,红细胞大小异常
组胺试验,组胺试验
腰臀围比例,腰臀围比例
谷氨酸脱羧酶抗体（GADA）,谷氨酸脱羧酶抗体（GADA）
脑脊液胶体金试验,脑脊液胶体金试验
咽鼓管荧光素试验,咽鼓管荧光素试验
肌钙蛋白,肌钙蛋白
血清钙,血清钙
眼压描记检查法,眼压描记检查法
血清免疫球蛋白G（IgG）,血清免疫球蛋白G（IgG）
胃泌素,胃泌素
脑干反射检查,脑干反射检查
狼疮细胞,狼疮细胞
卵巢功能检查,卵巢功能检查
快速血浆反应素环状卡片试验,快速血浆反应素环状卡片试验
肝脏超声检查,肝脏超声检查
血清铁饱和度,血清铁饱和度
间接胆红素,间接胆红素
红细胞电泳时间,红细胞电泳时间
血浆18-羟-脱氧皮质酮,血浆18-羟-脱氧皮质酮
骨与关节MRI检查,骨与关节MRI检查
血清粘蛋白（SM）,血清粘蛋白（SM）
脑脊液非蛋白氮,脑脊液非蛋白氮
胰腺的CT检查,胰腺的CT检查
反映肝脏排泄功能的试验,反映肝脏排泄功能的试验
胃液IgG IgA,胃液IgG IgA
食管24hpH监测,食管24hpH监测
血清免疫球蛋白D（IgD）,血清免疫球蛋白D（IgD）
前列腺指检,前列腺指检
中间细胞(MID),中间细胞(MID)
"维生素C（VitC,Vc）","维生素C（VitC,Vc）"
洛日埃征,洛日埃征
肿瘤相关抗原,肿瘤相关抗原
血清淀粉酶同工酶（AMY-I）,血清淀粉酶同工酶（AMY-I）
芬斯特弗征,芬斯特弗征
胎儿体重预测,胎儿体重预测
脑脊液溶菌酶,脑脊液溶菌酶
克托莱指数,克托莱指数
脑脊液β2-微球蛋白,脑脊液β2-微球蛋白
胸水检查,胸水检查
糖化血清蛋白,糖化血清蛋白
胰高血糖素,胰高血糖素
尿液镜检法,尿液镜检法
肝、胆、胰、脾的MRI检查,肝、胆、胰、脾的MRI检查
肝、胆、脾CT检查,肝、胆、脾CT检查
拇收肌肌力试验,拇收肌肌力试验
血清精氨酸酶,血清精氨酸酶
冷热溶血试验,冷热溶血试验
韦伯试验,韦伯试验
脑脊液丙二醛,脑脊液丙二醛
前列腺B超检查,前列腺B超检查
腹颈静脉回流试验,腹颈静脉回流试验
胶囊内视镜,胶囊内视镜
动物实验,动物实验
肺阻抗血流图,肺阻抗血流图
半饱和氧分压（P50）,半饱和氧分压（P50）
新生儿疾病筛查,新生儿疾病筛查
青光眼激发试验,青光眼激发试验
尿免疫球蛋白（Ig）,尿免疫球蛋白（Ig）
肺容量测定,肺容量测定
残气量（RV）,残气量（RV）
听力图,听力图
心钠素,心钠素
异型中性粒细胞,异型中性粒细胞
睫状血管检查法,睫状血管检查法
脑脊液环磷腺苷,脑脊液环磷腺苷
抗幽门杆菌IgG抗体,抗幽门杆菌IgG抗体
Optochin敏感试验,Optochin敏感试验
促甲状腺受体抗体,促甲状腺受体抗体
血清肌酐,血清肌酐
节育器的X线检查,节育器的X线检查
抗Sm抗体,抗Sm抗体
性病研究实验室试验,性病研究实验室试验
肝脏及胆囊叩诊,肝脏及胆囊叩诊
普通透视检查(透视),普通透视检查(透视)
脑脊液天门冬氨酸氨基转移酶,脑脊液天门冬氨酸氨基转移酶
肝功能检查,肝功能检查
脑脊液生长素,脑脊液生长素
上消化道X线钡餐,上消化道X线钡餐
嗜异性凝集吸收试验,嗜异性凝集吸收试验
自然杀伤细胞活性,自然杀伤细胞活性
尿苦杏仁酸,尿苦杏仁酸
细胞角蛋白19片段抗原（CYFRA21-1）,细胞角蛋白19片段抗原（CYFRA21-1）
粘稠度,粘稠度
粪便脂肪,粪便脂肪
囊虫胶乳凝集试验,囊虫胶乳凝集试验
乙醇凝胶试验,乙醇凝胶试验
血小板凝集功能试验,血小板凝集功能试验
腰椎穿刺,腰椎穿刺
尿酮体（KET）,尿酮体（KET）
肩关节脱位的恐惧试验,肩关节脱位的恐惧试验
积液癌胚抗原,积液癌胚抗原
脑垂体CT检查,脑垂体CT检查
前臂伸肌紧张试验,前臂伸肌紧张试验
肺炎支原体寒冷凝集试验,肺炎支原体寒冷凝集试验
精液细菌,精液细菌
复方碘试验,复方碘试验
耳鼻咽喉CT检查,耳鼻咽喉CT检查
唾液睾酮,唾液睾酮
复合感觉检查,复合感觉检查
羊水尿酸,羊水尿酸
艾利斯征,艾利斯征
癌抗原15-3（CA15-3）,癌抗原15-3（CA15-3）
双向琼脂扩散试验,双向琼脂扩散试验
脊柱压痛与叩击痛,脊柱压痛与叩击痛
胃泡鼓音区,胃泡鼓音区
二硝基氯苯斑贴试验,二硝基氯苯斑贴试验
脑脊液尿酸,脑脊液尿酸
抗浸出性核抗原(ENA)抗体,抗浸出性核抗原(ENA)抗体
肺灌注显像,肺灌注显像
后仰位椎间孔挤压试验,后仰位椎间孔挤压试验
血清锂,血清锂
尿三氯化铁试验,尿三氯化铁试验
毒素皮肤试验,毒素皮肤试验
弗里德瑞希征,弗里德瑞希征
结膜的检查,结膜的检查
血红蛋白浓度（HGB）,血红蛋白浓度（HGB）
膀胱注水试验,膀胱注水试验
副流感病毒抗体,副流感病毒抗体
盆腔MRI检查,盆腔MRI检查
阴道触诊,阴道触诊
D-二聚体,D-二聚体
腹部搏动检查,腹部搏动检查
乳腺肿瘤标记（CA 15-3）,乳腺肿瘤标记（CA 15-3）
血清铜,血清铜
精液量,精液量
血清补体旁路途径活性,血清补体旁路途径活性
羟脯氨酸,羟脯氨酸
无效腔气量／潮气量比值,无效腔气量／潮气量比值
血栓调节蛋白抗原,血栓调节蛋白抗原
眼球及眼眶检查法,眼球及眼眶检查法
游离三碘甲状腺原氨酸指数,游离三碘甲状腺原氨酸指数
精氨酸,精氨酸
血浆皮质醇,血浆皮质醇
尿白蛋白清除率,尿白蛋白清除率
立克次体补体结合试验,立克次体补体结合试验
血小板黏附功能试验,血小板黏附功能试验
尿常规,尿常规
角膜显微镜,角膜显微镜
对比敏感度(CSF)检查,对比敏感度(CSF)检查
内镜下胰胆造影术（ERCP）,内镜下胰胆造影术（ERCP）
β-胡萝卜素（β-Car）,β-胡萝卜素（β-Car）
骨盆倾斜试验,骨盆倾斜试验
拾物试验,拾物试验
尿液细菌学检查,尿液细菌学检查
E-玫瑰花环形成试验,E-玫瑰花环形成试验
抗链球菌壁多糖抗体,抗链球菌壁多糖抗体
脑脊液蛋白定量,脑脊液蛋白定量
泪液电解质,泪液电解质
抗红细胞抗体,抗红细胞抗体
过氯酸盐释放试验,过氯酸盐释放试验
血管造影,血管造影
p16基因检测（MTS）,p16基因检测（MTS）
钼靶摄影检查,钼靶摄影检查
无管胃酸分析,无管胃酸分析
动脉听诊,动脉听诊
外耳检查,外耳检查
DNA多聚酶,DNA多聚酶
磷酸肌酸激酶,磷酸肌酸激酶
波顿格征,波顿格征
C-肽,C-肽
耳蜗电图,耳蜗电图
NST试验,NST试验
尿沉渣细胞学,尿沉渣细胞学
膀胱触诊,膀胱触诊
心排血量(CO),心排血量(CO)
神经系统核医学检查,神经系统核医学检查
尿隐血（BLD）,尿隐血（BLD）
平均红细胞血红蛋白浓度(MCHC),平均红细胞血红蛋白浓度(MCHC)
颈项强直,颈项强直
血清乳酸脱氢酶同工酶（LDHI）,血清乳酸脱氢酶同工酶（LDHI）
疲劳自测测试,疲劳自测测试
"皮质醇结合球蛋白(CBC,CBG)","皮质醇结合球蛋白(CBC,CBG)"
粪寄生虫卵,粪寄生虫卵
前S抗体,前S抗体
肿瘤神经多肽受体显像,肿瘤神经多肽受体显像
最大呼气流量-容积曲线（MEFV）,最大呼气流量-容积曲线（MEFV）
泌尿系统CT检查,泌尿系统CT检查
昂德腊耳征,昂德腊耳征
鼻窦检查,鼻窦检查
腹部皮肤检查,腹部皮肤检查
"胆固醇酯(chE,CE)","胆固醇酯(chE,CE)"
三面镜,三面镜
降钙素,降钙素
趾长屈肌肌力试验,趾长屈肌肌力试验
痰液细菌涂片检查,痰液细菌涂片检查
抗肝细胞膜特异性脂蛋白抗体（ALSP）,抗肝细胞膜特异性脂蛋白抗体（ALSP）
尿沉渣红细胞,尿沉渣红细胞
透明质酸,透明质酸
粪便吞噬细胞,粪便吞噬细胞
排卵预测试纸,排卵预测试纸
抗原皮内试验,抗原皮内试验
"复钙交叉试验（CRT,PRT）","复钙交叉试验（CRT,PRT）"
查多克征,查多克征
电子阴道镜,电子阴道镜
抗麻疹病毒抗体,抗麻疹病毒抗体
β葡萄糖醛酸苷酶,β葡萄糖醛酸苷酶
鼻泪管内镜,鼻泪管内镜
血清三碘甲状腺原氨酸,血清三碘甲状腺原氨酸
华(Wassermann)氏补体结合试验,华(Wassermann)氏补体结合试验
静息显像,静息显像
尿氟,尿氟
肝脏触诊,肝脏触诊
支气管舒张试验,支气管舒张试验
尿卟啉原试验（UP）,尿卟啉原试验（UP）
妊娠试验,妊娠试验
脑脊液一般性状检查,脑脊液一般性状检查
胫叩打试验,胫叩打试验
妊娠相关血浆蛋白A,妊娠相关血浆蛋白A
单纯疱疹病毒抗体,单纯疱疹病毒抗体
瘘管试验,瘘管试验
无痛胃镜,无痛胃镜
肝大小,肝大小
精子子宫黏液贯通试验,精子子宫黏液贯通试验
内拉通线检查,内拉通线检查
甲胎蛋白变异体（AFPV）,甲胎蛋白变异体（AFPV）
血清铁/铜比值,血清铁/铜比值
耳、鼻、咽拭子细菌培养,耳、鼻、咽拭子细菌培养
腮腺炎病毒抗体,腮腺炎病毒抗体
羊膜镜检查,羊膜镜检查
血清磷（Pi）,血清磷（Pi）
抗庚型肝炎病毒IgG抗体,抗庚型肝炎病毒IgG抗体
蔗糖水溶血试验,蔗糖水溶血试验
β-胡萝卜素,β-胡萝卜素
食管钡餐透视,食管钡餐透视
头皮检查,头皮检查
台阶试验,台阶试验
交锁征,交锁征
唾液pH值,唾液pH值
ECT检查,ECT检查
儿童龋齿预防保健,儿童龋齿预防保健
多导睡眠监测（PSG）,多导睡眠监测（PSG）
脑葡萄糖代谢显像,脑葡萄糖代谢显像
磁共振水成像,磁共振水成像
阴道出血量检查,阴道出血量检查
空腹血葡萄糖,空腹血葡萄糖
C-反应蛋白检验（CRP）,C-反应蛋白检验（CRP）
胸部MRI,胸部MRI
中耳,中耳
挤压小腿三头肌试验,挤压小腿三头肌试验
溶菌酶,溶菌酶
胸腔积液免疫化学检查,胸腔积液免疫化学检查
拇指对掌试验,拇指对掌试验
屈指试验,屈指试验
粪便白细胞,粪便白细胞
胸膜腔内气体成分压力的测定,胸膜腔内气体成分压力的测定
盆腔充气造影,盆腔充气造影
McNealy-McCallister试验,McNealy-McCallister试验
三叉神经的运动功能检查,三叉神经的运动功能检查
眼睑检查,眼睑检查
乳房检查,乳房检查
尿素酶试验,尿素酶试验
前房深度测量,前房深度测量
吲哚试验,吲哚试验
压顶试验,压顶试验
血小板寿命,血小板寿命
女性性发育自我检查,女性性发育自我检查
磁共振平扫,磁共振平扫
微丝蚴（Mf）,微丝蚴（Mf）
血小板体积分布宽度（PDW）,血小板体积分布宽度（PDW）
抗巨细胞病毒抗体（CMV－AB）,抗巨细胞病毒抗体（CMV－AB）
皮肤弹性检查,皮肤弹性检查
子宫疾病自检,子宫疾病自检
前列腺酸性磷酸酶（PAP）,前列腺酸性磷酸酶（PAP）
拇指小指尖相对试验,拇指小指尖相对试验
抗戊型肝炎病毒IgG抗体,抗戊型肝炎病毒IgG抗体
脑脊液髓鞘碱性蛋白,脑脊液髓鞘碱性蛋白
椎管内注射标记物法,椎管内注射标记物法
半胱胺酸试验,半胱胺酸试验
宫缩应激试验,宫缩应激试验
浅反射检查,浅反射检查
红细胞染色质小体,红细胞染色质小体
尿蛋白试验（PRO）,尿蛋白试验（PRO）
脂溶性维生素,脂溶性维生素
尿对羟苯丙酮酸,尿对羟苯丙酮酸
食管拉网检查,食管拉网检查
尿孕酮(P),尿孕酮(P)
